id,date,merchant,category,category_color,account,method,amount_cents,currency,notes
266,2023-12-09,Harbor Rentals,Housing,#4f8fdf,Amex Platinum,ACH Transfer,7833,USD,Monthly subscription
273,2023-12-09,Zipcar,Transportation,#45b7a4,Amex Platinum,ACH Transfer,2312,USD,Monthly subscription
291,2023-12-09,Optical Center,Healthcare,#58b86a,Sapphire Card,Credit Card,18804,USD,Weekly groceries
265,2023-12-10,Harbor Rentals,Housing,#4f8fdf,Sapphire Card,Debit Card,10551,USD,Weekly groceries
259,2023-12-11,Local Farmers Market,Food,#ed7940,Sapphire Card,Cash,5495,USD,Monthly subscription
260,2023-12-11,Seamless,Food,#ed7940,Everyday Checking,ACH Transfer,1035,USD,Split payment
298,2023-12-11,Delta Air Lines,Travel,#6f7bd6,High-Yield Savings,Credit Card,54484,USD,Gift for Sam
251,2023-12-12,Chipotle,Food,#ed7940,Amex Platinum,Credit Card,6326,USD,
268,2023-12-12,Lyft,Transportation,#45b7a4,Amex Platinum,Cash,3078,USD,
255,2023-12-13,Levain Bakery,Food,#ed7940,High-Yield Savings,Debit Card,3404,USD,Gift for Sam
271,2023-12-13,Lyft,Transportation,#45b7a4,High-Yield Savings,Credit Card,2755,USD,Split with Maya
270,2023-12-14,ParkMobile,Transportation,#45b7a4,High-Yield Savings,ACH Transfer,4390,USD,Home office
272,2023-12-14,Zipcar,Transportation,#45b7a4,Everyday Checking,Credit Card,2998,USD,
294,2023-12-14,Wellness Pharmacy,Healthcare,#58b86a,High-Yield Savings,Cash,6963,USD,Weekly groceries
296,2023-12-14,Airbnb,Travel,#6f7bd6,Everyday Checking,ACH Transfer,23120,USD,
276,2023-12-16,Spotify,Entertainment,#b07ce8,Sapphire Card,Credit Card,10326,USD,
277,2023-12-16,Spotify,Entertainment,#b07ce8,High-Yield Savings,Cash,2520,USD,
299,2023-12-16,Airbnb,Travel,#6f7bd6,Amex Platinum,Credit Card,47946,USD,Renewal
281,2023-12-17,Comcast,Utilities,#e0b64a,Everyday Checking,Credit Card,6670,USD,Gift for Sam
289,2023-12-17,Uniqlo,Shopping,#e0647f,High-Yield Savings,Cash,22960,USD,
263,2023-12-20,Sweetgreen,Food,#ed7940,High-Yield Savings,ACH Transfer,926,USD,Split with Maya
282,2023-12-20,Comcast,Utilities,#e0b64a,High-Yield Savings,Cash,6710,USD,
286,2023-12-20,Best Buy,Shopping,#e0647f,Amex Platinum,Credit Card,21314,USD,Monthly subscription
290,2023-12-21,Sephora,Shopping,#e0647f,Everyday Checking,Credit Card,15766,USD,Renewal
285,2023-12-22,Amazon,Shopping,#e0647f,High-Yield Savings,ACH Transfer,22435,USD,Renewal
284,2023-12-23,ConEdison,Utilities,#e0b64a,Amex Platinum,Debit Card,6040,USD,Date night
295,2023-12-24,Marriott,Travel,#6f7bd6,Sapphire Card,Cash,44124,USD,Gift for Sam
256,2023-12-26,Trader Joe's,Food,#ed7940,Sapphire Card,Cash,491,USD,Split payment
300,2023-12-26,Marriott,Travel,#6f7bd6,Everyday Checking,ACH Transfer,66601,USD,Renewal
267,2023-12-27,Metro Transit,Transportation,#45b7a4,Everyday Checking,ACH Transfer,1173,USD,Split with Maya
275,2023-12-28,Powell's Books,Entertainment,#b07ce8,Sapphire Card,ACH Transfer,909,USD,Split payment
297,2023-12-28,Hertz,Travel,#6f7bd6,High-Yield Savings,Credit Card,51480,USD,Split with Maya
335,2024-01-01,Uniqlo,Shopping,#e0647f,High-Yield Savings,Cash,23557,USD,Renewal
347,2024-01-01,Hertz,Travel,#6f7bd6,High-Yield Savings,Debit Card,27965,USD,Monthly subscription
308,2024-01-02,Corner Deli,Food,#ed7940,High-Yield Savings,Debit Card,12189,USD,Renewal
333,2024-01-02,City Water Board,Utilities,#e0b64a,High-Yield Savings,Credit Card,9015,USD,Date night
310,2024-01-03,Local Farmers Market,Food,#ed7940,Amex Platinum,Debit Card,7445,USD,Split payment
313,2024-01-03,Blue Bottle Coffee,Food,#ed7940,Sapphire Card,Cash,10136,USD,
328,2024-01-03,Live Nation,Entertainment,#b07ce8,Sapphire Card,Debit Card,3300,USD,Split with Maya
334,2024-01-03,City Water Board,Utilities,#e0b64a,Everyday Checking,ACH Transfer,6975,USD,Reimbursed by work
312,2024-01-04,Levain Bakery,Food,#ed7940,Everyday Checking,Debit Card,5328,USD,
320,2024-01-04,Lyft,Transportation,#45b7a4,Sapphire Card,Cash,554,USD,Renewal
337,2024-01-04,REI,Shopping,#e0647f,High-Yield Savings,ACH Transfer,14624,USD,
342,2024-01-04,Dental Studio,Healthcare,#58b86a,Sapphire Card,Credit Card,17113,USD,
317,2024-01-05,Exxon,Transportation,#45b7a4,Sapphire Card,Credit Card,1684,USD,Renewal
336,2024-01-05,Sephora,Shopping,#e0647f,Sapphire Card,Cash,3548,USD,Date night
303,2024-01-06,Levain Bakery,Food,#ed7940,Everyday Checking,Credit Card,6603,USD,Gift for Sam
304,2024-01-07,Trader Joe's,Food,#ed7940,Everyday Checking,Debit Card,5830,USD,Reimbursed by work
325,2024-01-07,AMC Theatres,Entertainment,#b07ce8,High-Yield Savings,Debit Card,4927,USD,
327,2024-01-07,Live Nation,Entertainment,#b07ce8,Sapphire Card,Cash,10204,USD,Reimbursed by work
338,2024-01-08,REI,Shopping,#e0647f,Sapphire Card,Credit Card,19885,USD,Split payment
349,2024-01-08,Amtrak,Travel,#6f7bd6,Amex Platinum,Cash,22797,USD,Date night
307,2024-01-09,Local Farmers Market,Food,#ed7940,Everyday Checking,Cash,14566,USD,Home office
344,2024-01-09,CityMed Urgent Care,Healthcare,#58b86a,High-Yield Savings,ACH Transfer,21250,USD,
314,2024-01-10,Levain Bakery,Food,#ed7940,Sapphire Card,Cash,5428,USD,
302,2024-01-11,Shake Shack,Food,#ed7940,Amex Platinum,Cash,14768,USD,Weekly groceries
319,2024-01-11,Exxon,Transportation,#45b7a4,Everyday Checking,Cash,2918,USD,Split payment
345,2024-01-13,Airport Parking,Travel,#6f7bd6,High-Yield Savings,Credit Card,21556,USD,
306,2024-01-14,Blue Bottle Coffee,Food,#ed7940,Everyday Checking,Cash,12475,USD,Family visit
329,2024-01-15,AMC Theatres,Entertainment,#b07ce8,Amex Platinum,Cash,1739,USD,Date night
340,2024-01-15,Best Buy,Shopping,#e0647f,High-Yield Savings,ACH Transfer,5166,USD,Split payment
316,2024-01-16,Harbor Rentals,Housing,#4f8fdf,Amex Platinum,Cash,166307,USD,Family visit
301,2024-01-17,Chipotle,Food,#ed7940,Sapphire Card,Credit Card,14905,USD,Reimbursed by work
321,2024-01-17,ParkMobile,Transportation,#45b7a4,Everyday Checking,ACH Transfer,1954,USD,Home office
326,2024-01-18,Live Nation,Entertainment,#b07ce8,Everyday Checking,Debit Card,6041,USD,Split with Maya
330,2024-01-18,AMC Theatres,Entertainment,#b07ce8,Everyday Checking,Debit Card,1147,USD,Renewal
305,2024-01-20,Levain Bakery,Food,#ed7940,Sapphire Card,ACH Transfer,6206,USD,Split payment
309,2024-01-20,Corner Deli,Food,#ed7940,High-Yield Savings,Credit Card,14903,USD,Renewal
331,2024-01-21,Green Mountain Energy,Utilities,#e0b64a,Everyday Checking,Debit Card,6532,USD,Split payment
323,2024-01-22,Metro Transit,Transportation,#45b7a4,Sapphire Card,ACH Transfer,6406,USD,Home office
346,2024-01-22,Airbnb,Travel,#6f7bd6,Everyday Checking,Debit Card,4930,USD,
322,2024-01-25,Uber,Transportation,#45b7a4,High-Yield Savings,ACH Transfer,3038,USD,Date night
332,2024-01-25,ConEdison,Utilities,#e0b64a,Sapphire Card,ACH Transfer,7148,USD,Renewal
341,2024-01-25,Dental Studio,Healthcare,#58b86a,Amex Platinum,Debit Card,16600,USD,Monthly subscription
350,2024-01-25,Marriott,Travel,#6f7bd6,Everyday Checking,Credit Card,28719,USD,Reimbursed by work
315,2024-01-26,Homeshield Insurance,Housing,#4f8fdf,Everyday Checking,Credit Card,173518,USD,
324,2024-01-26,Zipcar,Transportation,#45b7a4,Sapphire Card,Debit Card,4886,USD,Gift for Sam
339,2024-01-26,Sephora,Shopping,#e0647f,Amex Platinum,ACH Transfer,25226,USD,
348,2024-01-26,Delta Air Lines,Travel,#6f7bd6,High-Yield Savings,ACH Transfer,8265,USD,
318,2024-01-27,Uber,Transportation,#45b7a4,Everyday Checking,Credit Card,2100,USD,
343,2024-01-27,CVS Pharmacy,Healthcare,#58b86a,High-Yield Savings,Credit Card,3744,USD,Weekly groceries
311,2024-01-28,Blue Bottle Coffee,Food,#ed7940,Everyday Checking,Cash,632,USD,Family visit
360,2024-02-01,Sweetgreen,Food,#ed7940,Sapphire Card,Credit Card,751,USD,Gift for Sam
368,2024-02-01,Zipcar,Transportation,#45b7a4,High-Yield Savings,Cash,3041,USD,Split payment
388,2024-02-01,Amazon,Shopping,#e0647f,Everyday Checking,Debit Card,10227,USD,Weekly groceries
358,2024-02-02,Blue Bottle Coffee,Food,#ed7940,Amex Platinum,Cash,11162,USD,Reimbursed by work
375,2024-02-03,Netflix,Entertainment,#b07ce8,Everyday Checking,Cash,4395,USD,Gift for Sam
398,2024-02-03,Hertz,Travel,#6f7bd6,Sapphire Card,Debit Card,8870,USD,Family visit
400,2024-02-04,Hertz,Travel,#6f7bd6,High-Yield Savings,Cash,1437,USD,
374,2024-02-05,Metro Transit,Transportation,#45b7a4,Everyday Checking,Cash,602,USD,Home office
356,2024-02-06,Levain Bakery,Food,#ed7940,Sapphire Card,Debit Card,955,USD,
384,2024-02-06,City Water Board,Utilities,#e0b64a,Amex Platinum,Debit Card,5636,USD,
386,2024-02-06,Uniqlo,Shopping,#e0647f,Everyday Checking,Debit Card,5969,USD,Split payment
394,2024-02-06,CVS Pharmacy,Healthcare,#58b86a,Amex Platinum,Debit Card,19244,USD,
371,2024-02-07,Metro Transit,Transportation,#45b7a4,Sapphire Card,ACH Transfer,404,USD,Split payment
393,2024-02-08,Optical Center,Healthcare,#58b86a,Everyday Checking,Credit Card,11984,USD,
372,2024-02-09,ParkMobile,Transportation,#45b7a4,High-Yield Savings,Cash,1824,USD,
385,2024-02-09,Uniqlo,Shopping,#e0647f,Amex Platinum,ACH Transfer,27910,USD,Monthly subscription
355,2024-02-11,Chipotle,Food,#ed7940,Amex Platinum,ACH Transfer,13179,USD,
370,2024-02-11,Zipcar,Transportation,#45b7a4,Amex Platinum,ACH Transfer,259,USD,Weekly groceries
373,2024-02-11,ParkMobile,Transportation,#45b7a4,High-Yield Savings,Credit Card,294,USD,Weekly groceries
354,2024-02-12,Seamless,Food,#ed7940,Everyday Checking,ACH Transfer,8834,USD,Renewal
357,2024-02-12,Blue Bottle Coffee,Food,#ed7940,Amex Platinum,Debit Card,5299,USD,
378,2024-02-12,Spotify,Entertainment,#b07ce8,High-Yield Savings,ACH Transfer,5808,USD,Reimbursed by work
391,2024-02-13,CityMed Urgent Care,Healthcare,#58b86a,Everyday Checking,ACH Transfer,6322,USD,
383,2024-02-14,Green Mountain Energy,Utilities,#e0b64a,High-Yield Savings,Credit Card,6571,USD,Weekly groceries
387,2024-02-14,Uniqlo,Shopping,#e0647f,Sapphire Card,Cash,20662,USD,
361,2024-02-15,Chipotle,Food,#ed7940,Amex Platinum,Credit Card,7170,USD,
362,2024-02-15,Trader Joe's,Food,#ed7940,Amex Platinum,Cash,3835,USD,Home office
366,2024-02-15,Harbor Rentals,Housing,#4f8fdf,High-Yield Savings,Debit Card,179159,USD,Split payment
380,2024-02-17,Live Nation,Entertainment,#b07ce8,Amex Platinum,Credit Card,1326,USD,
397,2024-02-17,Airbnb,Travel,#6f7bd6,High-Yield Savings,Cash,29756,USD,Monthly subscription
365,2024-02-18,Meridian Property Mgmt,Housing,#4f8fdf,Sapphire Card,Credit Card,8960,USD,
376,2024-02-18,Steam,Entertainment,#b07ce8,High-Yield Savings,Cash,10793,USD,Split payment
379,2024-02-18,Powell's Books,Entertainment,#b07ce8,Everyday Checking,Cash,9553,USD,
381,2024-02-18,City Water Board,Utilities,#e0b64a,Everyday Checking,Debit Card,6906,USD,Reimbursed by work
382,2024-02-19,Verizon Wireless,Utilities,#e0b64a,Sapphire Card,ACH Transfer,7634,USD,
396,2024-02-19,Amtrak,Travel,#6f7bd6,Sapphire Card,Cash,39680,USD,
351,2024-02-20,Local Farmers Market,Food,#ed7940,Everyday Checking,ACH Transfer,11841,USD,Date night
352,2024-02-20,Levain Bakery,Food,#ed7940,High-Yield Savings,ACH Transfer,14508,USD,Family visit
390,2024-02-20,Target,Shopping,#e0647f,Everyday Checking,Credit Card,25477,USD,
392,2024-02-20,CVS Pharmacy,Healthcare,#58b86a,Amex Platinum,Debit Card,18033,USD,Family visit
389,2024-02-21,Target,Shopping,#e0647f,High-Yield Savings,Credit Card,22010,USD,
395,2024-02-21,Hertz,Travel,#6f7bd6,Amex Platinum,ACH Transfer,2846,USD,Gift for Sam
364,2024-02-22,Shake Shack,Food,#ed7940,Sapphire Card,Credit Card,1065,USD,Date night
359,2024-02-23,Sweetgreen,Food,#ed7940,High-Yield Savings,Debit Card,8730,USD,Reimbursed by work
369,2024-02-23,Exxon,Transportation,#45b7a4,Everyday Checking,Credit Card,1430,USD,Home office
377,2024-02-23,Powell's Books,Entertainment,#b07ce8,Everyday Checking,ACH Transfer,5075,USD,Family visit
353,2024-02-24,Trader Joe's,Food,#ed7940,High-Yield Savings,ACH Transfer,1393,USD,
367,2024-02-25,Shell,Transportation,#45b7a4,Amex Platinum,ACH Transfer,262,USD,Split payment
399,2024-02-27,Amtrak,Travel,#6f7bd6,Amex Platinum,ACH Transfer,2663,USD,Monthly subscription
363,2024-02-28,Local Farmers Market,Food,#ed7940,Amex Platinum,Cash,6471,USD,Family visit
432,2024-03-01,ConEdison,Utilities,#e0b64a,Sapphire Card,ACH Transfer,7150,USD,Monthly subscription
442,2024-03-01,Wellness Pharmacy,Healthcare,#58b86a,High-Yield Savings,ACH Transfer,21578,USD,
425,2024-03-02,Powell's Books,Entertainment,#b07ce8,Amex Platinum,Cash,11010,USD,Split payment
445,2024-03-02,Hertz,Travel,#6f7bd6,Amex Platinum,Debit Card,37592,USD,Weekly groceries
447,2024-03-02,Delta Air Lines,Travel,#6f7bd6,Everyday Checking,Credit Card,11388,USD,
405,2024-03-03,Blue Bottle Coffee,Food,#ed7940,Amex Platinum,Credit Card,4197,USD,
403,2024-03-04,Whole Foods Market,Food,#ed7940,Sapphire Card,Cash,12567,USD,
421,2024-03-04,ParkMobile,Transportation,#45b7a4,High-Yield Savings,Credit Card,3726,USD,Home office
420,2024-03-05,Zipcar,Transportation,#45b7a4,Amex Platinum,Cash,4373,USD,Split payment
444,2024-03-05,Wellness Pharmacy,Healthcare,#58b86a,Everyday Checking,ACH Transfer,2507,USD,Family visit
410,2024-03-06,Levain Bakery,Food,#ed7940,Sapphire Card,ACH Transfer,7972,USD,Date night
431,2024-03-06,Verizon Wireless,Utilities,#e0b64a,Sapphire Card,Debit Card,7231,USD,Family visit
436,2024-03-06,Uniqlo,Shopping,#e0647f,Sapphire Card,Cash,26840,USD,Monthly subscription
411,2024-03-08,Whole Foods Market,Food,#ed7940,Amex Platinum,ACH Transfer,4737,USD,
437,2024-03-08,Sephora,Shopping,#e0647f,Everyday Checking,Debit Card,7485,USD,
415,2024-03-09,Homeshield Insurance,Housing,#4f8fdf,Sapphire Card,Credit Card,7431,USD,Home office
427,2024-03-09,Spotify,Entertainment,#b07ce8,Sapphire Card,Cash,1801,USD,Monthly subscription
418,2024-03-12,ParkMobile,Transportation,#45b7a4,Everyday Checking,Credit Card,6160,USD,Gift for Sam
401,2024-03-14,Corner Deli,Food,#ed7940,High-Yield Savings,Debit Card,688,USD,Home office
413,2024-03-16,Corner Deli,Food,#ed7940,Amex Platinum,Cash,575,USD,Family visit
424,2024-03-17,Lyft,Transportation,#45b7a4,High-Yield Savings,Cash,4007,USD,Renewal
426,2024-03-17,Spotify,Entertainment,#b07ce8,Everyday Checking,Cash,1238,USD,Split payment
408,2024-03-19,Shake Shack,Food,#ed7940,Everyday Checking,Credit Card,10983,USD,Renewal
422,2024-03-19,Exxon,Transportation,#45b7a4,High-Yield Savings,Cash,1912,USD,Family visit
430,2024-03-19,Powell's Books,Entertainment,#b07ce8,High-Yield Savings,ACH Transfer,10530,USD,Split payment
450,2024-03-20,Amtrak,Travel,#6f7bd6,Sapphire Card,Debit Card,7438,USD,
416,2024-03-21,Meridian Property Mgmt,Housing,#4f8fdf,Sapphire Card,ACH Transfer,178192,USD,
419,2024-03-21,Metro Transit,Transportation,#45b7a4,Amex Platinum,Cash,3503,USD,Weekly groceries
429,2024-03-21,Netflix,Entertainment,#b07ce8,High-Yield Savings,Credit Card,986,USD,Family visit
402,2024-03-22,Chipotle,Food,#ed7940,High-Yield Savings,Cash,7963,USD,Gift for Sam
404,2024-03-22,Whole Foods Market,Food,#ed7940,Amex Platinum,ACH Transfer,10555,USD,
423,2024-03-22,ParkMobile,Transportation,#45b7a4,Sapphire Card,Debit Card,2407,USD,
438,2024-03-22,Sephora,Shopping,#e0647f,High-Yield Savings,Debit Card,27590,USD,
443,2024-03-22,Wellness Pharmacy,Healthcare,#58b86a,Everyday Checking,Credit Card,16874,USD,Split payment
446,2024-03-22,Hertz,Travel,#6f7bd6,Everyday Checking,Cash,24536,USD,Reimbursed by work
448,2024-03-22,Delta Air Lines,Travel,#6f7bd6,Sapphire Card,Debit Card,22964,USD,Reimbursed by work
439,2024-03-23,Sephora,Shopping,#e0647f,Sapphire Card,Credit Card,29657,USD,Home office
449,2024-03-23,Airbnb,Travel,#6f7bd6,Everyday Checking,Debit Card,2321,USD,Split payment
409,2024-03-24,Levain Bakery,Food,#ed7940,Sapphire Card,ACH Transfer,8636,USD,Family visit
412,2024-03-24,Sweetgreen,Food,#ed7940,Sapphire Card,Cash,1061,USD,
414,2024-03-24,Sweetgreen,Food,#ed7940,Amex Platinum,Cash,2991,USD,Gift for Sam
428,2024-03-24,Powell's Books,Entertainment,#b07ce8,Everyday Checking,Cash,5962,USD,Renewal
434,2024-03-24,Comcast,Utilities,#e0b64a,High-Yield Savings,Credit Card,8720,USD,
406,2024-03-26,Sweetgreen,Food,#ed7940,High-Yield Savings,ACH Transfer,651,USD,Family visit
407,2024-03-26,Whole Foods Market,Food,#ed7940,Sapphire Card,Debit Card,8180,USD,Home office
417,2024-03-26,Metro Transit,Transportation,#45b7a4,High-Yield Savings,ACH Transfer,1304,USD,Date night
435,2024-03-26,Uniqlo,Shopping,#e0647f,Sapphire Card,ACH Transfer,25219,USD,Split payment
440,2024-03-26,Sephora,Shopping,#e0647f,Amex Platinum,Debit Card,4145,USD,Gift for Sam
441,2024-03-26,CityMed Urgent Care,Healthcare,#58b86a,High-Yield Savings,ACH Transfer,10325,USD,
433,2024-03-28,City Water Board,Utilities,#e0b64a,Sapphire Card,ACH Transfer,8971,USD,Split with Maya
454,2024-04-01,Trader Joe's,Food,#ed7940,Sapphire Card,Cash,14470,USD,
471,2024-04-01,Lyft,Transportation,#45b7a4,Everyday Checking,Credit Card,1978,USD,
476,2024-04-01,Spotify,Entertainment,#b07ce8,Sapphire Card,Credit Card,3510,USD,Split with Maya
487,2024-04-01,Best Buy,Shopping,#e0647f,Everyday Checking,ACH Transfer,6377,USD,
461,2024-04-03,Local Farmers Market,Food,#ed7940,Everyday Checking,Debit Card,666,USD,
490,2024-04-03,REI,Shopping,#e0647f,High-Yield Savings,Debit Card,8742,USD,
498,2024-04-03,Amtrak,Travel,#6f7bd6,High-Yield Savings,Debit Card,27531,USD,Monthly subscription
473,2024-04-04,Lyft,Transportation,#45b7a4,High-Yield Savings,ACH Transfer,278,USD,Home office
485,2024-04-05,Uniqlo,Shopping,#e0647f,High-Yield Savings,Cash,23995,USD,Reimbursed by work
458,2024-04-06,Local Farmers Market,Food,#ed7940,Amex Platinum,Credit Card,5654,USD,Weekly groceries
467,2024-04-06,Shell,Transportation,#45b7a4,Everyday Checking,Credit Card,410,USD,Reimbursed by work
497,2024-04-06,Amtrak,Travel,#6f7bd6,High-Yield Savings,ACH Transfer,42441,USD,Weekly groceries
494,2024-04-07,Optical Center,Healthcare,#58b86a,Amex Platinum,Credit Card,21016,USD,
464,2024-04-09,Shake Shack,Food,#ed7940,Everyday Checking,Cash,10939,USD,Home office
470,2024-04-09,Exxon,Transportation,#45b7a4,Sapphire Card,Credit Card,5156,USD,Family visit
472,2024-04-09,Uber,Transportation,#45b7a4,Amex Platinum,ACH Transfer,3408,USD,Split with Maya
489,2024-04-09,Amazon,Shopping,#e0647f,High-Yield Savings,ACH Transfer,23839,USD,Gift for Sam
455,2024-04-10,Whole Foods Market,Food,#ed7940,High-Yield Savings,ACH Transfer,507,USD,Family visit
499,2024-04-10,Delta Air Lines,Travel,#6f7bd6,Everyday Checking,Credit Card,75817,USD,Family visit
452,2024-04-11,Seamless,Food,#ed7940,Amex Platinum,Debit Card,1180,USD,Split payment
492,2024-04-11,CityMed Urgent Care,Healthcare,#58b86a,Sapphire Card,Debit Card,20101,USD,Gift for Sam
460,2024-04-12,Sweetgreen,Food,#ed7940,Amex Platinum,Cash,5644,USD,Family visit
478,2024-04-12,Netflix,Entertainment,#b07ce8,High-Yield Savings,Cash,9629,USD,Split payment
493,2024-04-12,Wellness Pharmacy,Healthcare,#58b86a,Sapphire Card,Cash,17113,USD,Home office
484,2024-04-13,Verizon Wireless,Utilities,#e0b64a,Amex Platinum,ACH Transfer,6302,USD,Weekly groceries
486,2024-04-13,Best Buy,Shopping,#e0647f,Everyday Checking,Cash,34642,USD,Split with Maya
496,2024-04-14,Airport Parking,Travel,#6f7bd6,High-Yield Savings,ACH Transfer,2216,USD,Home office
453,2024-04-15,Whole Foods Market,Food,#ed7940,Everyday Checking,Credit Card,6499,USD,Monthly subscription
466,2024-04-15,Eastside Apartments,Housing,#4f8fdf,High-Yield Savings,ACH Transfer,11549,USD,
468,2024-04-16,Uber,Transportation,#45b7a4,Amex Platinum,ACH Transfer,506,USD,
477,2024-04-16,Powell's Books,Entertainment,#b07ce8,Everyday Checking,Cash,1541,USD,Split payment
500,2024-04-16,Hertz,Travel,#6f7bd6,Sapphire Card,ACH Transfer,8766,USD,Home office
459,2024-04-17,Whole Foods Market,Food,#ed7940,High-Yield Savings,Debit Card,4751,USD,Gift for Sam
462,2024-04-17,Local Farmers Market,Food,#ed7940,Everyday Checking,ACH Transfer,4488,USD,Split payment
483,2024-04-18,Green Mountain Energy,Utilities,#e0b64a,Sapphire Card,ACH Transfer,12515,USD,Home office
451,2024-04-19,Levain Bakery,Food,#ed7940,Sapphire Card,ACH Transfer,3946,USD,Weekly groceries
457,2024-04-19,Sweetgreen,Food,#ed7940,High-Yield Savings,ACH Transfer,1333,USD,Monthly subscription
463,2024-04-19,Levain Bakery,Food,#ed7940,Sapphire Card,ACH Transfer,5813,USD,Weekly groceries
482,2024-04-19,Green Mountain Energy,Utilities,#e0b64a,Everyday Checking,ACH Transfer,6661,USD,
491,2024-04-19,Dental Studio,Healthcare,#58b86a,Amex Platinum,Cash,5866,USD,
479,2024-04-22,AMC Theatres,Entertainment,#b07ce8,High-Yield Savings,ACH Transfer,11395,USD,
488,2024-04-22,Target,Shopping,#e0647f,Sapphire Card,Credit Card,4072,USD,Split payment
495,2024-04-22,Airbnb,Travel,#6f7bd6,Sapphire Card,Credit Card,28789,USD,
465,2024-04-25,Harbor Rentals,Housing,#4f8fdf,High-Yield Savings,Debit Card,9631,USD,Split payment
481,2024-04-25,ConEdison,Utilities,#e0b64a,High-Yield Savings,ACH Transfer,6030,USD,Split payment
469,2024-04-26,ParkMobile,Transportation,#45b7a4,Amex Platinum,Debit Card,1449,USD,Reimbursed by work
474,2024-04-27,Uber,Transportation,#45b7a4,High-Yield Savings,Credit Card,468,USD,Split with Maya
475,2024-04-27,Netflix,Entertainment,#b07ce8,Sapphire Card,Debit Card,7555,USD,Split payment
456,2024-04-28,Seamless,Food,#ed7940,High-Yield Savings,ACH Transfer,6538,USD,Split with Maya
480,2024-04-28,Powell's Books,Entertainment,#b07ce8,Amex Platinum,Credit Card,1264,USD,Home office
510,2024-05-01,Shake Shack,Food,#ed7940,Amex Platinum,Cash,1220,USD,Date night
501,2024-05-02,Seamless,Food,#ed7940,Amex Platinum,Credit Card,648,USD,Date night
532,2024-05-02,ConEdison,Utilities,#e0b64a,High-Yield Savings,ACH Transfer,6315,USD,Home office
549,2024-05-04,Marriott,Travel,#6f7bd6,Amex Platinum,Debit Card,23077,USD,Split payment
517,2024-05-08,ParkMobile,Transportation,#45b7a4,Everyday Checking,Debit Card,454,USD,
526,2024-05-09,Spotify,Entertainment,#b07ce8,High-Yield Savings,Debit Card,10748,USD,Date night
529,2024-05-09,Powell's Books,Entertainment,#b07ce8,Sapphire Card,Cash,5663,USD,Home office
507,2024-05-10,Chipotle,Food,#ed7940,High-Yield Savings,Debit Card,2520,USD,Split with Maya
520,2024-05-11,Shell,Transportation,#45b7a4,Everyday Checking,Debit Card,762,USD,Split payment
545,2024-05-11,Amtrak,Travel,#6f7bd6,Amex Platinum,Debit Card,22845,USD,Monthly subscription
550,2024-05-11,Amtrak,Travel,#6f7bd6,Everyday Checking,ACH Transfer,20386,USD,
512,2024-05-12,Chipotle,Food,#ed7940,High-Yield Savings,Cash,4535,USD,
515,2024-05-12,Eastside Apartments,Housing,#4f8fdf,Sapphire Card,ACH Transfer,9788,USD,Gift for Sam
519,2024-05-12,ParkMobile,Transportation,#45b7a4,Sapphire Card,ACH Transfer,1313,USD,Monthly subscription
537,2024-05-12,IKEA,Shopping,#e0647f,Sapphire Card,ACH Transfer,9051,USD,
502,2024-05-13,Blue Bottle Coffee,Food,#ed7940,Everyday Checking,ACH Transfer,7199,USD,Reimbursed by work
518,2024-05-13,Metro Transit,Transportation,#45b7a4,Amex Platinum,Cash,461,USD,Renewal
516,2024-05-14,Meridian Property Mgmt,Housing,#4f8fdf,Everyday Checking,Credit Card,11825,USD,Reimbursed by work
524,2024-05-14,ParkMobile,Transportation,#45b7a4,Sapphire Card,Cash,5386,USD,Split with Maya
533,2024-05-14,City Water Board,Utilities,#e0b64a,Sapphire Card,Credit Card,10306,USD,Reimbursed by work
539,2024-05-14,Best Buy,Shopping,#e0647f,High-Yield Savings,Cash,23648,USD,
540,2024-05-15,IKEA,Shopping,#e0647f,Sapphire Card,Debit Card,27797,USD,Renewal
521,2024-05-16,Exxon,Transportation,#45b7a4,Amex Platinum,ACH Transfer,4313,USD,Family visit
546,2024-05-16,Delta Air Lines,Travel,#6f7bd6,Sapphire Card,Credit Card,44605,USD,Date night
547,2024-05-16,Airbnb,Travel,#6f7bd6,High-Yield Savings,ACH Transfer,2423,USD,Split payment
530,2024-05-18,AMC Theatres,Entertainment,#b07ce8,Sapphire Card,Cash,10951,USD,
541,2024-05-18,CVS Pharmacy,Healthcare,#58b86a,High-Yield Savings,Debit Card,3872,USD,Reimbursed by work
538,2024-05-19,Sephora,Shopping,#e0647f,Sapphire Card,ACH Transfer,24293,USD,Family visit
503,2024-05-20,Blue Bottle Coffee,Food,#ed7940,Sapphire Card,Debit Card,970,USD,Gift for Sam
506,2024-05-21,Local Farmers Market,Food,#ed7940,Amex Platinum,Credit Card,13592,USD,
509,2024-05-21,Blue Bottle Coffee,Food,#ed7940,Sapphire Card,Credit Card,10183,USD,Date night
513,2024-05-21,Sweetgreen,Food,#ed7940,Amex Platinum,Cash,8385,USD,Renewal
543,2024-05-21,Dental Studio,Healthcare,#58b86a,Everyday Checking,Credit Card,7288,USD,Home office
525,2024-05-23,Powell's Books,Entertainment,#b07ce8,Sapphire Card,ACH Transfer,3366,USD,Date night
544,2024-05-23,CityMed Urgent Care,Healthcare,#58b86a,High-Yield Savings,Cash,27387,USD,Family visit
